booking_id,booking_date,booking_time,day_of_week,is_weekend,hour_of_day,city,pickup_location,drop_location,vehicle_type,ride_distance_km,estimated_ride_time_min,actual_ride_time_min,traffic_level,weather_condition,base_fare,surge_multiplier,booking_value,booking_status,incomplete_ride_reason,customer_id,driver_id
B_054983,2025-07-05,05:39:00,Saturday,1,5,Delhi,Loc_39,Loc_48,Bike,13.89,41.67,43.99,Low,Rain,131.13,1.3,169.16,Completed,,C_008117,D_001731
B_054984,2025-08-09,02:17:00,Saturday,1,2,Chennai,Loc_9,Loc_36,Cab,8.93,26.78,25.57,Low,Rain,240.7,1.3,316.93,Completed,,C_009691,D_001305
B_054985,2025-05-11,01:21:00,Sunday,1,1,Mumbai,Loc_11,Loc_44,Bike,2.02,9.11,9.16,Medium,Rain,36.19,1.5,52.13,Completed,,C_000631,D_002938
B_054986,2025-10-09,05:03:00,Thursday,0,5,Delhi,Loc_5,Loc_12,Bike,22.51,67.52,80.79,Low,Clear,200.06,1.0,208.92,Completed,,C_001563,D_002120
B_054987,2025-06-28,14:34:00,Saturday,1,14,Mumbai,Loc_23,Loc_35,Auto,1.6,10.58,10.31,High,Clear,59.23,1.4,81.82,Completed,,C_005239,D_003010
B_054988,2025-09-02,22:40:00,Tuesday,0,22,Bangalore,Loc_28,Loc_9,Auto,1.3,8.6,8.03,High,Heavy Rain,55.64,2.0,115.47,Completed,,C_005466,D_004511
B_054989,2025-12-05,12:38:00,Friday,0,12,Hyderabad,Loc_26,Loc_30,Auto,8.18,24.54,25.48,Low,Heavy Rain,138.16,1.6,213.02,Completed,,C_002958,D_004819
B_054990,2025-03-23,18:16:00,Sunday,1,18,Bangalore,Loc_4,Loc_43,Cab,12.93,85.37,94.7,High,Heavy Rain,312.81,2.3,742.3,Completed,,C_007935,D_004104
B_054991,2025-04-03,16:41:00,Thursday,0,16,Hyderabad,Loc_45,Loc_37,Auto,11.82,53.19,62.88,Medium,Clear,181.83,1.2,218.35,Completed,,C_005878,D_002446
B_054992,2025-09-18,22:42:00,Thursday,0,22,Mumbai,Loc_25,Loc_50,Auto,9.64,28.92,33.47,Low,Heavy Rain,155.67,1.6,254.41,Completed,,C_004395,D_002491
B_054993,2025-03-30,21:03:00,Sunday,1,21,Mumbai,Loc_27,Loc_12,Cab,21.73,143.42,,High,Rain,471.15,1.7,780.49,Cancelled,,C_001320,D_001728
B_054994,2025-04-11,09:07:00,Friday,0,9,Bangalore,Loc_17,Loc_35,Bike,8.14,53.74,,High,Heavy Rain,85.14,2.3,200.64,Cancelled,,C_001266,D_001420
B_054995,2025-03-16,12:37:00,Sunday,1,12,Mumbai,Loc_44,Loc_48,Bike,16.67,110.0,,High,Heavy Rain,153.34,2.0,298.81,Cancelled,,C_001572,D_002576
B_054996,2025-06-21,01:20:00,Saturday,1,1,Bangalore,Loc_12,Loc_28,Cab,10.57,47.55,49.98,Medium,Rain,270.2,1.5,416.76,Completed,,C_005373,D_001283
B_054997,2025-10-11,04:20:00,Saturday,1,4,Hyderabad,Loc_23,Loc_16,Auto,10.33,68.17,,High,Heavy Rain,163.94,2.0,343.51,Cancelled,,C_002517,D_000751
B_054998,2025-05-08,20:26:00,Thursday,0,20,Chennai,Loc_50,Loc_25,Bike,23.39,105.24,109.31,Medium,Rain,207.1,1.8,355.15,Completed,,C_004610,D_003650
B_054999,2025-04-26,01:24:00,Saturday,1,1,Mumbai,Loc_13,Loc_43,Auto,17.74,53.22,62.24,Low,Rain,252.86,1.3,344.29,Completed,,C_002779,D_000006
B_055000,2025-09-05,15:39:00,Friday,0,15,Chennai,Loc_19,Loc_22,Auto,13.92,41.75,,Low,Rain,207.0,1.3,262.09,Cancelled,,C_007988,D_003386
B_055001,2025-10-03,07:11:00,Friday,0,7,Delhi,Loc_26,Loc_3,Auto,5.19,23.36,,Medium,Rain,102.29,1.5,156.57,Cancelled,,C_001805,D_000593
B_055002,2025-02-20,21:32:00,Thursday,0,21,Delhi,Loc_46,Loc_11,Cab,4.3,28.39,,High,Clear,157.44,1.4,229.31,Cancelled,,C_001579,D_000154
B_055003,2025-12-21,15:17:00,Sunday,1,15,Delhi,Loc_15,Loc_35,Bike,5.65,25.41,28.94,Medium,Clear,65.18,1.2,80.84,Completed,,C_009156,D_004428
B_055004,2025-11-23,19:58:00,Sunday,1,19,Hyderabad,Loc_4,Loc_8,Cab,16.05,72.21,,Medium,Heavy Rain,368.84,2.1,801.56,Cancelled,,C_002355,D_001089
B_055005,2025-10-27,22:55:00,Monday,0,22,Chennai,Loc_41,Loc_4,Cab,2.34,15.47,15.11,High,Clear,122.2,1.4,177.24,Completed,,C_001026,D_001368
B_055006,2025-12-26,12:02:00,Friday,0,12,Bangalore,Loc_19,Loc_31,Cab,12.14,80.11,,High,Clear,298.49,1.4,433.91,Cancelled,,C_005280,D_003651
B_055007,2025-09-04,03:25:00,Thursday,0,3,Hyderabad,Loc_21,Loc_46,Bike,12.03,36.1,,Low,Heavy Rain,116.27,1.6,194.12,Cancelled,,C_008859,D_003817
B_055008,2025-09-28,07:40:00,Sunday,1,7,Delhi,Loc_23,Loc_46,Auto,23.03,151.98,152.19,High,Heavy Rain,316.33,2.0,611.21,Completed,,C_009496,D_001595
B_055009,2025-01-01,04:31:00,Wednesday,0,4,Chennai,Loc_33,Loc_18,Bike,9.88,29.63,32.54,Low,Rain,99.03,1.3,123.15,Completed,,C_007866,D_004962
B_055010,2025-08-16,06:34:00,Saturday,1,6,Chennai,Loc_37,Loc_11,Bike,22.52,148.62,,High,Rain,200.15,1.7,329.95,Incomplete,Driver Delay,C_007005,D_004488
B_055011,2025-06-05,08:38:00,Thursday,0,8,Hyderabad,Loc_9,Loc_14,Auto,15.76,104.03,109.58,High,Clear,229.14,1.7,375.97,Completed,,C_007580,D_003469
B_055012,2025-03-08,08:47:00,Saturday,1,8,Delhi,Loc_36,Loc_27,Auto,10.36,68.39,,High,Rain,164.35,2.0,337.29,Cancelled,,C_000986,D_003999
B_055013,2025-09-25,12:15:00,Thursday,0,12,Mumbai,Loc_6,Loc_9,Auto,13.64,40.91,47.07,Low,Clear,203.66,1.0,203.56,Completed,,C_003017,D_002378
B_055014,2025-06-08,18:22:00,Sunday,1,18,Mumbai,Loc_8,Loc_29,Auto,3.26,21.53,,High,Heavy Rain,79.14,2.3,177.08,Cancelled,,C_006017,D_001960
B_055015,2025-04-13,04:17:00,Sunday,1,4,Chennai,Loc_16,Loc_38,Bike,22.35,67.05,79.33,Low,Rain,198.81,1.3,256.6,Completed,,C_003839,D_000011
B_055016,2025-05-07,01:23:00,Wednesday,0,1,Delhi,Loc_36,Loc_43,Auto,16.16,72.7,72.42,Medium,Clear,233.87,1.2,267.79,Completed,,C_003253,D_002678
B_055017,2025-09-16,16:56:00,Tuesday,0,16,Chennai,Loc_26,Loc_47,Auto,11.45,75.6,71.74,High,Heavy Rain,177.46,2.0,361.09,Completed,,C_005382,D_003031
B_055018,2025-08-21,09:38:00,Thursday,0,9,Hyderabad,Loc_40,Loc_15,Auto,19.62,129.48,,High,Clear,275.41,1.7,491.45,Cancelled,,C_008836,D_003369
B_055019,2025-08-31,23:40:00,Sunday,1,23,Chennai,Loc_16,Loc_19,Auto,10.71,48.19,,Medium,Heavy Rain,168.49,1.8,316.71,Cancelled,,C_009958,D_003057
B_055020,2025-05-22,17:44:00,Thursday,0,17,Bangalore,Loc_8,Loc_41,Bike,12.06,79.62,,High,Clear,116.51,1.7,196.88,Incomplete,App Issue,C_009472,D_003601
B_055021,2025-04-28,19:52:00,Monday,0,19,Bangalore,Loc_31,Loc_16,Auto,11.13,73.45,,High,Clear,173.54,1.7,292.01,Cancelled,,C_000015,D_002220
B_055022,2025-07-17,08:47:00,Thursday,0,8,Hyderabad,Loc_9,Loc_2,Cab,24.92,112.13,117.52,Medium,Clear,528.51,1.5,804.65,Completed,,C_006400,D_003374
B_055023,2025-05-19,16:44:00,Monday,0,16,Bangalore,Loc_14,Loc_28,Bike,19.48,58.45,61.0,Low,Rain,175.87,1.3,238.02,Completed,,C_000964,D_002441
B_055024,2025-03-28,09:32:00,Friday,0,9,Mumbai,Loc_31,Loc_14,Bike,23.29,69.87,,Low,Heavy Rain,206.33,1.9,385.45,Cancelled,,C_006714,D_000580
B_055025,2025-07-20,14:02:00,Sunday,1,14,Bangalore,Loc_30,Loc_28,Auto,10.11,30.33,32.11,Low,Heavy Rain,161.34,1.6,257.34,Completed,,C_002258,D_001123
B_055026,2025-08-13,18:26:00,Wednesday,0,18,Delhi,Loc_32,Loc_47,Bike,12.76,84.24,83.0,High,Clear,122.11,1.7,202.35,Completed,,C_007258,D_001156
B_055027,2025-01-17,22:09:00,Friday,0,22,Bangalore,Loc_2,Loc_47,Cab,5.83,17.5,17.68,Low,Clear,184.99,1.0,186.72,Completed,,C_000709,D_001083
B_055028,2025-03-08,04:43:00,Saturday,1,4,Hyderabad,Loc_21,Loc_34,Bike,1.24,8.2,,High,Clear,29.95,1.4,40.03,Cancelled,,C_007184,D_002693
B_055029,2025-08-31,00:04:00,Sunday,1,0,Bangalore,Loc_48,Loc_24,Cab,5.67,37.45,43.2,High,Rain,182.14,1.7,308.95,Completed,,C_007539,D_003903
B_055030,2025-11-01,16:44:00,Saturday,1,16,Hyderabad,Loc_3,Loc_5,Auto,23.29,104.82,111.53,Medium,Clear,319.53,1.2,380.15,Completed,,C_006460,D_001387
B_055031,2025-05-15,07:08:00,Thursday,0,7,Chennai,Loc_25,Loc_50,Bike,11.95,78.89,,High,Heavy Rain,115.62,2.0,239.69,Incomplete,Driver Delay,C_009462,D_002422
B_055032,2025-10-06,16:25:00,Monday,0,16,Hyderabad,Loc_29,Loc_50,Cab,4.14,12.42,13.22,Low,Clear,154.53,1.0,149.15,Completed,,C_009835,D_000085
B_055033,2025-09-07,09:34:00,Sunday,1,9,Chennai,Loc_24,Loc_42,Bike,11.86,78.29,71.48,High,Heavy Rain,114.89,2.3,273.37,Completed,,C_002946,D_000550
B_055034,2025-03-02,21:03:00,Sunday,1,21,Mumbai,Loc_43,Loc_47,Cab,20.03,90.12,,Medium,Heavy Rain,440.46,1.8,783.01,Cancelled,,C_003402,D_003919
B_055035,2025-11-19,07:25:00,Wednesday,0,7,Mumbai,Loc_43,Loc_20,Auto,13.02,85.93,80.75,High,Clear,196.23,1.4,277.41,Completed,,C_007412,D_004226
B_055036,2025-04-19,09:21:00,Saturday,1,9,Mumbai,Loc_41,Loc_38,Auto,23.48,154.99,156.48,High,Heavy Rain,321.81,2.3,720.73,Completed,,C_007225,D_000833
B_055037,2025-07-27,01:11:00,Sunday,1,1,Mumbai,Loc_7,Loc_34,Cab,22.56,101.52,,Medium,Heavy Rain,486.09,1.8,855.13,Cancelled,,C_007134,D_002361
B_055038,2025-08-13,07:08:00,Wednesday,0,7,Hyderabad,Loc_39,Loc_26,Auto,12.36,37.07,,Low,Rain,188.3,1.3,243.14,Cancelled,,C_000171,D_003275
B_055039,2025-04-10,17:54:00,Thursday,0,17,Chennai,Loc_26,Loc_21,Auto,2.99,13.46,,Medium,Heavy Rain,75.89,2.1,160.52,Cancelled,,C_007707,D_000948
B_055040,2025-12-08,17:42:00,Monday,0,17,Delhi,Loc_18,Loc_5,Cab,17.91,80.58,,Medium,Rain,402.32,1.8,750.95,Cancelled,,C_005480,D_000297
B_055041,2025-07-11,03:43:00,Friday,0,3,Hyderabad,Loc_40,Loc_42,Cab,9.55,28.66,34.13,Low,Heavy Rain,251.96,1.6,416.26,Completed,,C_007226,D_003249
B_055042,2025-06-17,12:07:00,Tuesday,0,12,Mumbai,Loc_26,Loc_44,Cab,19.86,89.36,106.38,Medium,Heavy Rain,437.43,1.8,813.67,Completed,,C_009040,D_001001
B_055043,2025-10-15,16:10:00,Wednesday,0,16,Hyderabad,Loc_11,Loc_17,Bike,8.41,55.52,,High,Rain,87.3,1.7,153.19,Cancelled,,C_000790,D_000816
B_055044,2025-06-28,01:26:00,Saturday,1,1,Delhi,Loc_37,Loc_6,Auto,8.93,26.8,26.98,Low,Heavy Rain,147.22,1.6,247.17,Completed,,C_005223,D_000300
B_055045,2025-06-20,23:10:00,Friday,0,23,Mumbai,Loc_47,Loc_1,Bike,14.02,63.07,,Medium,Heavy Rain,132.13,1.8,248.39,Cancelled,,C_001472,D_000254
B_055046,2025-07-03,18:34:00,Thursday,0,18,Mumbai,Loc_8,Loc_35,Cab,1.6,10.54,,High,Heavy Rain,108.76,2.3,243.06,Cancelled,,C_004433,D_003951
B_055047,2025-03-26,22:34:00,Wednesday,0,22,Mumbai,Loc_29,Loc_43,Cab,5.07,15.22,,Low,Heavy Rain,171.29,1.6,276.47,Cancelled,,C_005051,D_004217
B_055048,2025-08-13,18:09:00,Wednesday,0,18,Hyderabad,Loc_12,Loc_9,Auto,21.43,64.3,72.87,Low,Heavy Rain,297.21,1.9,583.76,Completed,,C_005600,D_004006
B_055049,2025-05-17,02:09:00,Saturday,1,2,Bangalore,Loc_36,Loc_26,Bike,23.96,71.87,71.91,Low,Rain,211.66,1.3,282.53,Completed,,C_000238,D_003993
B_055050,2025-03-07,14:48:00,Friday,0,14,Mumbai,Loc_1,Loc_25,Bike,5.61,25.25,,Medium,Heavy Rain,64.88,1.8,121.28,Cancelled,,C_001082,D_000586
B_055051,2025-11-29,09:25:00,Saturday,1,9,Chennai,Loc_26,Loc_42,Bike,19.54,128.96,138.09,High,Clear,176.31,1.7,297.42,Completed,,C_008633,D_001372
B_055052,2025-09-30,22:14:00,Tuesday,0,22,Delhi,Loc_9,Loc_35,Auto,3.68,11.05,10.51,Low,Rain,84.22,1.3,106.84,Completed,,C_005258,D_003499
B_055053,2025-02-07,07:11:00,Friday,0,7,Mumbai,Loc_1,Loc_46,Cab,12.34,37.03,42.87,Low,Clear,302.2,1.0,313.26,Completed,,C_000613,D_004590
B_055054,2025-09-27,21:49:00,Saturday,1,21,Hyderabad,Loc_27,Loc_20,Cab,13.2,39.61,36.38,Low,Rain,317.66,1.3,401.95,Completed,,C_000610,D_004965
B_055055,2025-12-27,18:41:00,Saturday,1,18,Bangalore,Loc_2,Loc_43,Auto,14.53,95.89,103.98,High,Heavy Rain,214.35,2.3,477.19,Completed,,C_003302,D_002620
B_055056,2025-06-03,00:12:00,Tuesday,0,0,Hyderabad,Loc_45,Loc_14,Bike,9.67,29.02,,Low,Heavy Rain,97.4,1.6,152.5,Cancelled,,C_007374,D_003352
B_055057,2025-09-21,02:21:00,Sunday,1,2,Hyderabad,Loc_23,Loc_40,Cab,21.55,142.21,,High,Heavy Rain,467.84,2.0,921.55,Cancelled,,C_000871,D_001685
B_055058,2025-07-07,18:59:00,Monday,0,18,Bangalore,Loc_44,Loc_23,Auto,8.28,24.85,27.4,Low,Rain,139.4,1.6,215.97,Completed,,C_001598,D_001643
B_055059,2025-06-14,15:10:00,Saturday,1,15,Mumbai,Loc_16,Loc_13,Auto,12.65,37.94,,Low,Heavy Rain,191.75,1.6,319.0,Cancelled,,C_001094,D_000258
B_055060,2025-12-14,13:51:00,Sunday,1,13,Delhi,Loc_17,Loc_35,Bike,5.65,16.96,16.3,Low,Heavy Rain,65.22,1.6,107.22,Completed,,C_008364,D_002006
B_055061,2025-06-12,08:54:00,Thursday,0,8,Bangalore,Loc_5,Loc_13,Cab,14.75,66.37,,Medium,Heavy Rain,345.47,2.1,733.46,Incomplete,App Issue,C_002808,D_001249
B_055062,2025-01-16,10:24:00,Thursday,0,10,Bangalore,Loc_16,Loc_6,Bike,5.73,17.2,,Low,Clear,65.86,1.3,87.19,Incomplete,Driver Delay,C_000486,D_004125
B_055063,2025-11-19,00:08:00,Wednesday,0,0,Hyderabad,Loc_33,Loc_47,Bike,6.8,44.85,,High,Clear,74.37,1.4,107.8,Incomplete,Driver Delay,C_000409,D_001907
B_055064,2025-02-21,10:21:00,Friday,0,10,Bangalore,Loc_29,Loc_20,Cab,11.5,51.74,56.6,Medium,Clear,286.94,1.5,445.52,Completed,,C_009718,D_001642
B_055065,2025-08-14,16:53:00,Thursday,0,16,Delhi,Loc_33,Loc_45,Cab,7.67,50.6,59.56,High,Clear,217.99,1.4,317.54,Completed,,C_001917,D_003399
B_055066,2025-08-27,09:13:00,Wednesday,0,9,Mumbai,Loc_20,Loc_19,Bike,1.96,8.83,,Medium,Rain,35.7,1.8,62.1,Cancelled,,C_002066,D_001122
B_055067,2025-08-07,02:24:00,Thursday,0,2,Mumbai,Loc_32,Loc_33,Bike,20.11,132.75,,High,Clear,180.91,1.4,257.8,Incomplete,Driver Delay,C_002234,D_000114
B_055068,2025-01-30,09:07:00,Thursday,0,9,Delhi,Loc_48,Loc_4,Cab,20.68,136.51,,High,Clear,452.3,1.7,752.55,Incomplete,Driver Delay,C_007169,D_002628
B_055069,2025-05-02,04:56:00,Friday,0,4,Chennai,Loc_21,Loc_30,Bike,22.62,67.85,74.03,Low,Clear,200.94,1.0,196.28,Completed,,C_004881,D_002064
B_055070,2025-06-29,11:21:00,Sunday,1,11,Delhi,Loc_20,Loc_30,Auto,24.52,161.81,,High,Clear,334.21,1.4,467.18,Cancelled,,C_001523,D_000852
B_055071,2025-01-19,03:46:00,Sunday,1,3,Chennai,Loc_39,Loc_49,Auto,3.72,24.54,26.44,High,Clear,84.61,1.4,122.94,Completed,,C_002500,D_000429
B_055072,2025-05-03,22:57:00,Saturday,1,22,Bangalore,Loc_21,Loc_29,Auto,7.59,50.08,52.61,High,Clear,131.06,1.4,176.64,Completed,,C_006155,D_000062
B_055073,2025-10-05,03:40:00,Sunday,1,3,Mumbai,Loc_25,Loc_14,Auto,16.13,48.4,53.88,Low,Rain,233.62,1.3,302.89,Completed,,C_000682,D_004457
B_055074,2025-08-01,09:40:00,Friday,0,9,Hyderabad,Loc_43,Loc_46,Auto,22.03,99.15,116.33,Medium,Rain,304.39,1.8,546.87,Completed,,C_003684,D_004644
B_055075,2025-11-20,05:46:00,Thursday,0,5,Bangalore,Loc_21,Loc_17,Auto,4.9,22.03,20.67,Medium,Clear,98.75,1.2,122.25,Completed,,C_009778,D_000402
B_055076,2025-02-14,01:02:00,Friday,0,1,Delhi,Loc_21,Loc_37,Cab,12.61,56.72,55.5,Medium,Heavy Rain,306.89,1.8,547.79,Completed,,C_004715,D_004868
B_055077,2025-12-25,01:03:00,Thursday,0,1,Bangalore,Loc_10,Loc_7,Bike,24.49,110.21,120.13,Medium,Clear,215.93,1.2,265.4,Completed,,C_007304,D_003180
B_055078,2025-08-24,03:33:00,Sunday,1,3,Bangalore,Loc_33,Loc_5,Cab,8.94,59.03,57.65,High,Clear,241.0,1.4,325.23,Completed,,C_004643,D_004007
B_055079,2025-07-19,12:25:00,Saturday,1,12,Hyderabad,Loc_46,Loc_10,Auto,12.79,57.54,,Medium,Heavy Rain,193.44,1.8,356.98,Cancelled,,C_006807,D_003007
B_055080,2025-10-18,11:50:00,Saturday,1,11,Bangalore,Loc_47,Loc_36,Auto,17.65,79.43,91.54,Medium,Rain,251.82,1.5,384.88,Completed,,C_004390,D_000011
B_055081,2025-05-18,16:19:00,Sunday,1,16,Delhi,Loc_9,Loc_27,Cab,11.12,33.36,37.97,Low,Heavy Rain,280.19,1.6,443.26,Completed,,C_001206,D_001174
B_055082,2025-01-19,05:45:00,Sunday,1,5,Chennai,Loc_19,Loc_42,Auto,18.22,54.66,55.32,Low,Rain,258.65,1.3,338.51,Completed,,C_008369,D_002154
B_055083,2025-07-10,03:32:00,Thursday,0,3,Hyderabad,Loc_38,Loc_24,Auto,4.54,20.45,,Medium,Clear,94.52,1.2,112.42,Incomplete,Customer No-show,C_007024,D_004037
B_055084,2025-12-07,06:12:00,Sunday,1,6,Chennai,Loc_36,Loc_22,Bike,6.53,29.4,,Medium,Rain,72.27,1.5,107.18,Cancelled,,C_004533,D_001868
B_055085,2025-10-03,05:55:00,Friday,0,5,Chennai,Loc_26,Loc_29,Bike,10.29,30.86,33.43,Low,Clear,102.28,1.0,105.11,Completed,,C_006642,D_003794
B_055086,2025-04-18,23:49:00,Friday,0,23,Bangalore,Loc_1,Loc_35,Cab,24.61,110.76,121.21,Medium,Rain,523.05,1.5,813.13,Completed,,C_001294,D_000909
B_055087,2025-11-19,15:52:00,Wednesday,0,15,Delhi,Loc_20,Loc_24,Bike,9.37,28.11,32.05,Low,Heavy Rain,94.96,1.6,157.36,Completed,,C_000042,D_002853
B_055088,2025-02-25,16:55:00,Tuesday,0,16,Bangalore,Loc_8,Loc_37,Auto,22.97,68.92,76.43,Low,Heavy Rain,315.68,1.6,526.0,Completed,,C_002244,D_002671
B_055089,2025-04-20,08:54:00,Sunday,1,8,Chennai,Loc_7,Loc_39,Bike,22.0,98.99,105.1,Medium,Rain,195.98,1.8,363.99,Completed,,C_001934,D_003015
B_055090,2025-10-09,18:46:00,Thursday,0,18,Delhi,Loc_25,Loc_26,Bike,19.14,126.32,114.64,High,Clear,173.11,1.7,308.33,Completed,,C_001288,D_001268
B_055091,2025-09-14,03:27:00,Sunday,1,3,Delhi,Loc_25,Loc_23,Cab,9.89,65.26,71.01,High,Heavy Rain,257.99,2.0,508.29,Completed,,C_008941,D_001716
B_055092,2025-05-27,16:10:00,Tuesday,0,16,Bangalore,Loc_18,Loc_36,Bike,8.93,40.19,41.14,Medium,Clear,91.44,1.2,114.18,Completed,,C_002111,D_002070
B_055093,2025-04-28,09:42:00,Monday,0,9,Delhi,Loc_34,Loc_30,Cab,16.35,49.06,53.45,Low,Rain,374.35,1.6,599.29,Completed,,C_003012,D_000286
B_055094,2025-04-06,13:07:00,Sunday,1,13,Mumbai,Loc_28,Loc_4,Cab,6.58,43.44,,High,Heavy Rain,198.47,2.0,410.87,Cancelled,,C_001318,D_002585
B_055095,2025-08-13,12:12:00,Wednesday,0,12,Chennai,Loc_40,Loc_18,Auto,9.65,63.71,74.8,High,Heavy Rain,155.83,2.0,304.49,Completed,,C_009524,D_003912
B_055096,2025-10-15,12:32:00,Wednesday,0,12,Mumbai,Loc_35,Loc_24,Bike,20.56,135.72,133.61,High,Clear,184.51,1.4,247.99,Completed,,C_002647,D_002145
B_055097,2025-03-03,01:09:00,Monday,0,1,Mumbai,Loc_28,Loc_27,Auto,6.06,39.98,41.21,High,Heavy Rain,112.69,2.0,215.93,Completed,,C_008544,D_001702
B_055098,2025-10-18,00:06:00,Saturday,1,0,Mumbai,Loc_49,Loc_30,Cab,20.87,62.62,,Low,Heavy Rain,455.75,1.6,696.37,Incomplete,App Issue,C_004316,D_001509
B_055099,2025-06-30,18:41:00,Monday,0,18,Chennai,Loc_44,Loc_30,Bike,14.25,64.12,58.44,Medium,Heavy Rain,133.99,2.1,284.55,Completed,,C_008916,D_004500
B_055100,2025-04-08,17:53:00,Tuesday,0,17,Hyderabad,Loc_16,Loc_35,Auto,13.28,39.83,,Low,Heavy Rain,199.33,1.9,391.03,Cancelled,,C_009795,D_002146
B_055101,2025-07-30,01:44:00,Wednesday,0,1,Chennai,Loc_25,Loc_5,Cab,15.73,103.8,,High,Rain,363.08,1.7,630.29,Incomplete,Vehicle Issue,C_004052,D_002692
B_055102,2025-07-29,12:24:00,Tuesday,0,12,Bangalore,Loc_47,Loc_27,Cab,16.15,48.46,,Low,Heavy Rain,370.77,1.6,573.62,Cancelled,,C_002360,D_001233
B_055103,2025-02-21,04:26:00,Friday,0,4,Delhi,Loc_46,Loc_41,Auto,14.4,43.2,42.22,Low,Rain,212.8,1.3,268.46,Completed,,C_009739,D_003290
B_055104,2025-11-15,09:47:00,Saturday,1,9,Chennai,Loc_23,Loc_8,Cab,17.83,117.71,,High,Rain,401.02,2.0,831.99,Cancelled,,C_005169,D_002492
B_055105,2025-05-10,03:42:00,Saturday,1,3,Bangalore,Loc_29,Loc_43,Cab,9.59,63.31,,High,Rain,252.66,1.7,425.81,Incomplete,Vehicle Issue,C_000418,D_004240
B_055106,2025-05-05,19:52:00,Monday,0,19,Hyderabad,Loc_22,Loc_45,Auto,20.46,61.37,68.19,Low,Rain,285.49,1.6,440.02,Completed,,C_002781,D_004361
B_055107,2025-03-03,04:26:00,Monday,0,4,Chennai,Loc_14,Loc_44,Bike,6.31,41.64,38.42,High,Clear,70.47,1.4,100.36,Completed,,C_010000,D_003688
B_055108,2025-11-08,00:53:00,Saturday,1,0,Bangalore,Loc_31,Loc_21,Bike,18.14,54.43,51.72,Low,Heavy Rain,165.15,1.6,256.41,Completed,,C_007167,D_003706
B_055109,2025-09-19,02:25:00,Friday,0,2,Delhi,Loc_48,Loc_2,Cab,10.25,46.13,41.88,Medium,Clear,264.5,1.2,305.77,Completed,,C_001787,D_000194
B_055110,2025-05-23,17:42:00,Friday,0,17,Hyderabad,Loc_2,Loc_3,Cab,17.68,53.03,,Low,Heavy Rain,398.18,1.9,743.09,Incomplete,Vehicle Issue,C_008909,D_001623
B_055111,2025-03-02,04:53:00,Sunday,1,4,Mumbai,Loc_27,Loc_16,Bike,1.78,5.33,4.93,Low,Rain,34.23,1.3,44.73,Completed,,C_000992,D_002064
B_055112,2025-12-15,09:19:00,Monday,0,9,Hyderabad,Loc_49,Loc_5,Bike,10.37,68.42,,High,Clear,102.94,1.7,176.49,Cancelled,,C_000714,D_003359
B_055113,2025-10-20,04:38:00,Monday,0,4,Chennai,Loc_50,Loc_38,Auto,24.11,108.52,,Medium,Heavy Rain,329.38,1.8,604.49,Incomplete,Vehicle Issue,C_008171,D_004254
B_055114,2025-06-10,02:45:00,Tuesday,0,2,Mumbai,Loc_16,Loc_31,Bike,14.75,44.25,,Low,Heavy Rain,137.99,1.6,211.84,Cancelled,,C_001655,D_004256
B_055115,2025-12-20,02:20:00,Saturday,1,2,Bangalore,Loc_37,Loc_45,Bike,12.98,85.69,,High,Heavy Rain,123.87,2.0,254.91,Cancelled,,C_008841,D_002935
B_055116,2025-05-30,08:14:00,Friday,0,8,Bangalore,Loc_21,Loc_26,Bike,6.94,31.22,,Medium,Heavy Rain,75.51,2.1,158.2,Cancelled,,C_005001,D_004958
B_055117,2025-11-12,23:19:00,Wednesday,0,23,Bangalore,Loc_41,Loc_36,Auto,12.8,57.58,59.33,Medium,Clear,193.55,1.2,225.75,Completed,,C_009973,D_004207
B_055118,2025-05-16,17:28:00,Friday,0,17,Delhi,Loc_37,Loc_49,Cab,20.76,137.03,126.31,High,Heavy Rain,453.71,2.3,1010.42,Completed,,C_005208,D_003124
B_055119,2025-06-29,20:12:00,Sunday,1,20,Chennai,Loc_11,Loc_37,Bike,9.12,41.05,44.74,Medium,Clear,92.98,1.5,144.77,Completed,,C_009705,D_001480
B_055120,2025-06-10,23:48:00,Tuesday,0,23,Bangalore,Loc_10,Loc_35,Bike,14.56,43.67,,Low,Rain,136.46,1.3,186.03,Incomplete,Vehicle Issue,C_005049,D_002083
B_055121,2025-01-04,13:35:00,Saturday,1,13,Bangalore,Loc_27,Loc_37,Auto,17.17,51.5,51.51,Low,Heavy Rain,245.98,1.6,396.84,Completed,,C_000351,D_000550
B_055122,2025-11-01,22:49:00,Saturday,1,22,Mumbai,Loc_18,Loc_4,Auto,10.62,47.79,,Medium,Clear,167.45,1.2,210.61,Cancelled,,C_000954,D_003755
B_055123,2025-08-01,11:37:00,Friday,0,11,Delhi,Loc_31,Loc_5,Bike,7.79,51.43,,High,Clear,82.34,1.4,116.89,Incomplete,Driver Delay,C_006200,D_003276
B_055124,2025-02-28,12:48:00,Friday,0,12,Chennai,Loc_39,Loc_8,Cab,4.73,31.24,28.63,High,Heavy Rain,165.21,2.0,326.36,Completed,,C_008993,D_002443
B_055125,2025-06-17,03:30:00,Tuesday,0,3,Delhi,Loc_15,Loc_44,Cab,3.43,10.29,10.55,Low,Heavy Rain,141.71,1.6,216.52,Completed,,C_007715,D_004985
